id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
33919	int c par distrib sy	0.6113	0.2334	2	676	12283	220
33921	int c patt recog	-0.1855	0.7249	3	604	8522	148
34029	int con adv info net	0.4395	-0.3992	2	635	10426	175
34030	int con distr comp s	0.6466	0.3681	2	744	64140	1099
34033	int conf acoust spee	-0.0185	0.6691	3	716	22104	382
34036	int conf adv commun	0.3709	-0.1845	2	665	11283	166
34058	int conf cloud comp	0.752	-0.3739	2	644	12572	191
34060	int conf cloud eng	0.7111	-0.1765	2	609	8684	120
34078	int conf comput netw	0.6004	-0.2213	2	557	5593	94
34156	int conf netw ser	0.8099	-0.4161	2	517	5700	107
34163	int conf pervas comp	0.271	0.1102	2	718	17633	327
34181	int conf smart grid	-0.6029	-0.6449	1	415	3263	50
34184	int conf softw eng	0.1527	-0.3263	1	539	3905	63
34194	int conf ubiq futur	0.618	-0.5856	2	566	6523	94
34199	int conf util cloud	0.6009	-0.4531	2	615	7873	148
34201	int conf wire commun	1.371	0.2359	4	530	9151	135
34229	int el devices meet	-1.348	0.8757	3	249	4298	60
34250	int geol rev	1.0035	0.2792	4	551	6101	142
34251	int geosci remote se	-0.5737	0.1717	1	501	3163	50
34283	int j adv comput sc	-0.3963	-0.3753	1	674	10326	205
34303	int j adv manuf tech	-0.6325	-0.6181	1	558	9510	176
34455	int j commun syst	0.0921	-0.8076	1	718	26938	494
34463	int j comput appl	-0.0483	-0.4062	1	555	4371	73
34477	int j comput integ m	-0.6203	-0.6268	1	409	4762	74
34501	int j comput vision	-0.2818	0.7471	3	595	8988	197
34504	int j computer appl	0.1895	-0.4388	2	433	2294	63
34569	int j distrib sens n	-0.1322	-0.4091	1	737	27257	528
34598	int j elec power	-1.0566	-0.6488	1	523	13644	163
34694	int j env res pub he	-0.7877	-0.1132	1	529	6382	124
34800	int j inf secur	0.121	-0.5658	2	446	3267	81
34819	int j inform manage	-0.4298	-0.4512	1	675	12422	195
34865	int j intell syst	-0.2544	-0.0379	1	550	5250	123
34900	int j mach learn cyb	-0.2424	0.1485	1	597	5655	101
34931	int j med inform	-0.3683	0.1415	1	495	3542	63
34972	int j netw manag	0.3843	-0.5401	2	487	3651	63
35044	int j prod econ	-0.7315	-0.6198	1	494	6808	112
35045	int j prod res	-0.6896	-0.5079	1	659	14961	274
35253	int j web grid serv	0.0537	-0.352	1	519	3444	76
35261	int j wirel inf netw	-0.4608	-0.3587	1	482	3600	57
35304	int parall distrib p	0.4079	0.3672	2	526	4896	109
35376	int s high perf comp	-0.2097	0.7376	3	528	7170	117
35522	int wirel commun	0.534	-0.098	4	736	30530	477
35548	int worksh qual serv	0.8114	0.499	2	484	4373	89
36148	intell autom soft co	-0.5548	-0.3287	1	494	3177	67
36191	intelligent and converged networks	1.4429	-0.3398	4	367	4718	68
36577	international journal of computer applications	-0.1892	-0.3407	1	482	2672	50
36729	international journal of information technology	-0.4419	-0.5841	1	499	4375	54
37026	internet of everything: algorithms	0.5107	-0.6854	2	503	4796	66
37136	internet technol let	-0.0122	-0.5628	1	573	7363	81
37140	internet things	0.0492	-0.434	1	576	5937	87
37219	internet things-neth	-0.2888	-0.6635	1	746	60674	1010
37260	interspeech	-0.4152	0.4756	1	514	4101	62
37561	iop conference series: materials science and engineering	-0.8023	-0.2029	1	435	2443	63
37806	iot-basel	-0.5246	-0.7252	1	493	5100	64
37987	isa t	-0.9606	-0.2582	1	463	4564	72
38102	isprs int j geo-inf	-0.607	-0.3684	1	397	2382	58
38118	isscc dig tech pap i	-0.9031	0.7453	3	459	10908	216
38169	it prof	0.0898	-0.542	2	650	11227	197
38313	j acm	0.5977	0.3562	2	545	5451	151
38314	j acoust soc am	-0.7615	0.288	1	293	1668	64
38345	j adv transport	-0.3194	0.0398	1	524	4320	74
38405	j am med inform assn	-0.4938	-0.0508	1	448	3682	55
38411	j am stat assoc	-0.5103	0.2809	1	459	2856	57
38414	j amb intel hum comp	-0.2715	-0.5806	1	740	37695	715
38415	j amb intel smart en	-0.5356	-0.2446	1	409	2398	57
38462	j appl phys	-1.4288	0.8081	3	199	3648	57
38485	j artif intell res	0.1123	0.2354	1	530	4361	80
38542	j big data-ger	-0.618	-0.181	1	619	9929	170
38555	j biomed inform	-0.4346	0.0508	1	540	4948	89
38576	j build eng	-0.8292	-0.4047	1	428	3116	50
38587	j bus res	-0.6784	-0.3725	1	393	2179	50
38650	j circuit syst comp	-0.3823	-0.5146	1	351	1689	51
38656	j clean prod	-0.8135	-0.5701	1	660	20824	365
38682	j cloud comput-adv s	0.2799	-0.8342	2	718	28890	490
38697	j commun netw-s kor	1.2869	-0.2418	4	617	15181	228
38743	j comput netw commun	0.1269	-0.7143	2	437	2910	52
38751	j comput sci tech-ch	-0.0395	0.2665	3	496	3373	65
38753	j comput sci-neth	0.1505	-0.5102	1	484	4092	71
38757	j comput syst sci	0.1018	0.0623	2	551	4371	104
38820	j cryptol	0.5353	0.0128	2	371	3421	84
38941	j electr comput eng	-0.4881	-0.54	1	528	3963	66
38975	j energy storage	-1.0106	-0.6148	1	375	3946	53
39141	j global optim	0.4131	-0.1784	1	373	2297	59
39147	j grid comput	0.5715	-0.827	2	680	30141	468
39173	j healthc eng	-0.6434	-0.2349	1	424	2963	83
39250	j ind inf integr	-0.4809	-0.539	1	706	18911	300
39271	j inf process syst	0.3194	-0.3266	2	462	3462	93
39275	j inf secur appl	-0.1556	-0.6672	1	685	17117	315
39346	j intell fuzzy syst	-0.3477	-0.174	1	571	4909	140
39348	j intell manuf	-0.704	-0.5014	1	593	8901	143
39349	j intell robot syst	-0.0763	-0.0154	1	503	4467	71
39365	j internet serv appl	0.3614	-0.2682	2	604	6666	97
39369	j internet technol	-0.0507	-0.4966	1	470	3439	82
39394	j king saud univ com	0.0375	-0.9226	1	521	6583	98
39396	j king saud univ-com	-0.2449	-0.6529	1	683	16158	274
39423	j lightwave technol	-0.0172	0.3449	3	598	9688	195
39435	j mach learn res	-0.0509	0.6197	3	715	19303	449
39459	j manuf syst	-0.728	-0.5587	1	672	22505	367
39521	j med internet res	-0.6369	0.0177	1	428	4575	70
39527	j med syst	-0.3943	-0.221	1	664	15722	332
39603	j netw comput appl	0.4136	-0.723	2	757	183766	2962
39607	j netw syst manag	0.1818	-0.8581	1	611	10802	188
39673	j opt commun netw	0.9064	-0.3588	2	468	6445	118
39697	j parallel distr com	0.333	-0.5212	2	752	65575	1210
39756	j phys conf ser	-0.7287	0.01	1	477	2315	64
39837	j real-time image pr	-0.4953	0.1126	1	466	2379	58
39934	j sens actuar netw	-0.2001	-0.2807	1	536	4094	61
39935	j sens actuat netw	-0.0785	-0.8159	1	629	9797	151
39940	j sensors	-0.4913	-0.2634	1	642	7711	168
39961	j signal process sys	-0.1928	0.332	3	506	3668	62
40037	j supercomput	0.1083	-0.6672	1	748	63430	1145
40055	j syst architect	0.387	-0.4189	2	752	53032	880
40062	j syst software	0.3083	-0.4867	2	716	24686	436
40182	j vis commun image r	-0.5178	0.308	1	383	2399	61
40188	j vlsi sig proc syst	1.1575	0.7396	4	365	2792	74
40201	j web semant	0.0174	-0.1787	1	365	2528	51
40946	journal of ambient intelligence and humanized computing	-0.2435	-0.6261	1	454	3024	51
41006	journal of communications and information networks	1.3322	0.3913	4	524	7621	103
41223	journal of physics: conference series	-0.6361	-0.1998	1	597	5973	136
41263	journal of software	0.1486	-0.1723	1	408	2723	91
41487	kdd'16: proceedings of the 22nd acm sigkdd international conference on knowledge discovery and data mining	-0.2352	0.32	1	485	3066	69
41489	kdd'18: proceedings of the 24th acm sigkdd international conference on knowledge discovery & data mining	0.033	0.7954	3	492	4751	81
41490	kdd'19: proceedings of the 25th acm sigkdd international conferencce on knowledge discovery and data mining	-0.029	0.6376	3	367	2548	52
41605	knowl inf syst	0.0003	0.0827	1	556	5007	116
41609	knowl-based syst	-0.3814	0.0348	1	718	23664	483
41667	ksii t internet inf	0.0861	-0.4909	1	629	9520	260
41766	l n inst comp sci so	0.0306	-0.0882	2	660	10120	162
42008	learning multiple layers of features from tiny images	0.0264	1.0123	3	372	2607	61
42066	lect note data eng	-0.1476	-0.5553	1	569	5434	84
42068	lect note netw syst	-0.3628	-0.2196	1	539	4263	67
42070	lect notes artif int	-0.2155	0.11	1	709	14457	267
42074	lect notes comput sc	0.1473	0.1485	2	758	216479	4963
42076	lect notes computer	0.2688	-0.3065	2	420	2461	72
42084	lect notes electr en	-0.0132	-0.5108	1	584	5214	95
42771	mach learn	0.0206	0.4917	3	686	13261	268
42805	machine learning	-0.1733	0.0428	1	440	2620	52
43048	manage sci	0.1552	-0.0577	1	441	3105	79
43114	manufacturing letters	-0.431	-0.4376	1	481	4213	62
43318	mater today-proc	-0.5888	-0.5691	1	543	5341	97
43374	math probl eng	-0.4647	-0.2202	1	683	9749	230
43377	math program	0.9795	0.5878	4	479	5775	148
43420	mathematics-basel	-0.5693	-0.4763	1	620	10186	195
43544	measurement	-0.9112	-0.0491	1	650	13950	270
43599	mech syst signal pr	-0.9548	0.0779	1	588	12411	236
43608	mecomm'18: proceedings of the 2018 workshop on mobile edge communications	0.7075	0.3091	2	560	6531	87
43966	micromachines-basel	-1.0956	0.2778	3	464	3598	57
43972	microprocess microsy	-0.5808	-0.1211	1	690	11311	218
44094	midwest symp circuit	-0.5996	0.3767	3	498	3293	59
44371	mob inf syst	0.0169	-0.7206	1	688	17021	356
44396	mobicom '15: proceedings of the 21st annual international conference on mobile computing and networking	0.3009	0.6375	2	415	3161	105
44409	mobicom'16: proceedings of the 22nd annual international conference on mobile computing and networking	0.3198	0.6277	2	323	1600	54
44410	mobicom'18: proceedings of the 24th annual international conference on mobile computing and networking	0.4226	0.7679	2	406	5164	99
44411	mobicom'19: proceedings of the 25th annual international conference on mobile computing and networking	0.4301	0.6605	2	374	2296	60
44488	mobile edge computin	0.9578	-0.1479	2	425	3427	68
44512	mobile netw appl	0.3447	-0.3847	2	749	43804	817
44595	mobisys'14: proceedings of the 12th annual international conference on mobile systems	0.4821	0.3	2	499	3611	71
44597	mobisys'17: proceedings of the 15th annual international conference on mobile systems	0.3448	0.6944	2	425	4224	69
44598	mobisys'18: proceedings of the 16th acm international conference on mobile systems	0.4372	0.626	2	460	3458	69
45150	multimed tools appl	-0.3066	-0.1837	1	744	35512	705
45170	multimedia syst	-0.4798	0.0476	1	435	2794	61
45326	nano energy	-1.3566	0.533	3	342	9770	143
45329	nano lett	-1.4704	0.8143	3	212	7587	90
45363	nanotechnology	-1.289	0.7706	3	287	3934	70
45398	nat commun	-1.2385	0.6804	3	677	21889	319
45409	nat electron	-1.2212	0.8325	3	543	13639	178
45423	nat mater	-1.4324	0.8634	3	195	7598	77
45424	nat med	-0.8038	0.2508	1	514	4671	62
45425	nat methods	-0.3939	0.45	3	503	3151	77
45427	nat nanotechnol	-1.4311	0.8434	3	289	8545	87
45523	nature	-0.9916	0.6723	3	745	46095	737
45839	neural comput	-0.5415	0.5515	3	617	6999	144
45840	neural comput appl	-0.4746	-0.1722	1	732	28096	564
45868	neural networks	-0.5346	0.5001	3	676	12412	232
45894	neural process lett	-0.263	0.066	1	456	2418	58
45911	neurocomputing	-0.4484	0.2304	1	751	39924	780
46378	nonlinear dynam	-0.7184	0.1144	1	308	2397	52
46497	npj digit med	-0.7539	0.2334	1	419	3727	64
46855	ocean eng	-0.6843	0.0713	1	348	2113	52
47421	oper res	0.4649	0.4437	4	514	4963	142
47442	operating systems review	0.6043	-0.0092	2	479	3627	88
47493	opt express	-1.1353	0.6006	3	350	4218	71
47883	p 1 edition mcc work	0.5223	-0.3248	2	730	24836	489
48767	p 2 acm sigcomm work	0.6072	-0.4631	2	467	3638	54
48948	p 2 usenix c hot top	1.1382	0.3121	4	387	3159	89
49466	p 2015 worksh mob bi	0.714	-0.3484	2	540	6217	103
50845	p 3 int c learning r	0.0274	0.9197	3	397	2846	78
51795	p 8 int c mob syst a	0.8864	0.2029	2	511	5554	122
52206	p adv neur inf proc	0.1912	0.9474	3	455	4077	76
52253	p amer contr conf	-0.1422	0.0752	1	426	2742	65
52278	p ann hicss	-0.2029	-0.2743	1	507	3523	57
52883	p ieee	-0.018	0.4822	3	758	123169	2098
53258	p ieee glob comm c g	0.804	0.3189	2	509	4409	72
53284	p ieee i c serv comp	0.4939	-0.3477	2	443	2721	56
53369	p ieee int c comm ic	1.0604	0.2138	2	501	5457	89
53617	p ieee s secur priv	0.3709	0.3367	2	692	26192	549
53683	p ieee wir comm netw	1.269	0.0961	4	394	3388	57
54121	p int c learn repr	-0.0355	1.025	3	471	5961	126
54336	p int comp softw app	0.4226	-0.3312	2	633	8658	145
54609	p machine learning r	0.1935	1.3733	3	334	4236	64
54610	p machine learning s	0.0678	1.0288	3	468	5425	97
54689	p natl acad sci usa	-0.757	0.3985	3	612	8693	155
55191	p worksh mob big dat	0.5236	-0.3323	2	540	4305	55
55613	pattern recogn	-0.3448	0.3862	1	707	14377	349
55614	pattern recogn lett	-0.4644	0.1963	1	675	10136	222
55695	peer peer netw appl	0.2123	-0.8499	1	730	33975	626
55709	peerj comput sci	-0.3932	-0.407	1	572	6001	111
55761	perform evaluation	0.8128	-0.124	2	524	5232	110
55789	performance evaluation review	0.784	0.1181	2	463	3398	87
55841	pers ubiquit comput	-0.0762	-0.0425	1	647	9623	215
55896	pervasive mob comput	0.0335	-0.1267	1	737	30161	586
55972	philos t r soc a	-0.7238	0.2662	1	482	2791	50
56030	phys commun-amst	1.1217	0.2341	4	616	19232	313
56057	phys rev e	-0.4292	0.4368	1	374	2461	80
56058	phys rev lett	-1.059	0.6789	3	419	4183	70
56076	physica a	-0.5925	0.1287	1	457	3215	71
56242	plos one	-0.578	0.0099	1	728	19637	376
56546	pr ieee comp design	-0.1607	0.5888	3	499	3692	66
56558	pr mach learn res	0.2294	0.9133	3	744	85870	1515
56698	preprint	-0.1964	0.1294	1	485	3735	76
57361	proc acm interact mo	0.05	0.696	2	470	6894	154
57444	proc cirp	-0.6662	-0.6594	1	552	11123	157
57461	proc cvpr ieee	-0.2275	0.8358	3	749	127740	2748
57652	proc ieee global com	1.4997	0.2167	4	412	4047	66
57681	proc ieee int c comm	1.4954	0.5331	4	513	8858	127
57886	proc int c learn rep	0.0336	1.1048	3	365	5609	60
57912	proc int c tools art	-0.0487	0.3654	1	493	3480	57
57921	proc int conf data	0.0961	0.4052	2	634	8905	224
57927	proc int conf paral	0.6009	0.2561	2	444	3136	70
58044	proc spie	-0.7854	0.3763	3	659	8370	128
58071	proc vldb endow	0.2451	0.2893	2	629	10026	267
58291	procedia comput sci	-0.1946	-0.3891	1	751	45938	817
58295	procedia computer science	-0.4726	-0.4029	1	657	10307	190
58298	procedia engineer	-0.4226	-0.2075	1	602	5305	114
58302	procedia manuf	-0.6494	-0.6292	1	531	8192	112
58454	proceedings 2018 ieee 11th international conference on cloud computing (cloud)	0.7542	-0.5606	2	414	4070	57
58802	proceedings of nsdi '17: 14th usenix symposium on networked systems design and implementation	0.558	0.567	2	457	3562	81
58804	proceedings of osdi'16: 12th usenix symposium on operating systems design and implementation	-0.0015	0.4629	3	527	3400	87
58851	proceedings of the 10th international conference on intelligent systems and control (isco'16)	0.9981	-0.3835	2	423	3001	53
59479	proceedings of the 2015 ifip/ieee international symposium on integrated network management (im)	0.7891	-0.4916	2	438	4134	60
59580	proceedings of the 2018 acm sigsac conference on computer and communications security (ccs'18)	0.4788	0.3298	2	428	3225	73
59589	proceedings of the 2018 conference of the acm special interest group on data communication (sigcomm '18)	0.5171	0.6658	2	394	2632	72
59896	proceedings of the 26th usenix security symposium (usenix security '17)	0.5024	0.0763	2	423	3071	65
59906	proceedings of the 27th usenix security symposium	0.4238	0.333	2	384	2435	54
60358	proceedings of the acm on interactive	0.1452	0.6462	2	514	6545	151
60824	proceedings of the twenty-seventh international joint conference on artificial intelligence	-0.0681	0.8208	3	391	3526	66
60825	proceedings of the twenty-sixth acm symposium on operating systems principles (sosp '17)	0.4689	0.3854	2	452	3166	58
60936	processes	-0.8337	-0.4445	1	517	4447	84
61965	real tim syst symp p	0.2331	0.2608	2	402	2603	79
62291	reliab eng syst safe	-0.6573	-0.1782	1	578	6327	127
62332	remote sens-basel	-0.6867	0.0111	1	680	21738	366
62341	renew energ	-1.0412	-0.5063	1	528	7532	120
62344	renew sust energ rev	-0.9412	-0.57	1	667	23643	359
62706	resour conserv recy	-0.8389	-0.4977	1	241	2602	56
63089	rfid j	0.0938	-0.0334	2	464	2654	62
63194	robot auton syst	-0.3013	0.0415	1	500	4579	79
63195	robot cim-int manuf	-0.6356	-0.6577	1	568	12044	189
63735	sci adv	-1.3111	0.6982	3	376	4588	64
63739	sci am	-0.1304	0.0507	1	395	1682	56
63747	sci china inform sci	0.6722	0.4108	4	638	12013	236
63756	sci data	-0.4842	0.2297	1	446	2731	53
63782	sci programming-neth	-0.2663	-0.4706	1	521	4347	94
63786	sci rep-uk	-1.0013	0.3694	3	722	28170	510
63817	sci total environ	-0.8326	-0.2594	1	446	3861	106
63842	science	-1.1095	0.6098	3	717	24876	353
63965	sec 2017: 2017 the second acm/ieee symposium on edge computing (sec'17)	0.841	0.0408	2	555	8428	107
63994	sec'19: proceedings of the 4th acm/ieee symposium on edge computing	0.3606	0.6709	3	502	4987	82
64040	secur commun netw	-0.0017	-0.6317	1	729	31749	614
64046	secur privacy	-0.0205	-0.7543	1	502	4118	59
64421	sensor actuat a-phys	-1.1913	0.4385	3	438	4675	65
64422	sensor actuat b-chem	-1.2652	0.458	3	395	5486	89
64451	sensors	-0.1633	-0.4122	1	471	3504	77
64471	sensors-basel	-0.5763	-0.0694	1	758	348572	6704
64488	sensys'15: proceedings of the 13th acm conference on embedded networked sensor systems	0.4097	0.5749	2	438	3149	56
64544	serv oriented comput	0.4762	-0.631	2	463	4077	74
64730	siam j comput	0.5727	0.3286	2	468	4467	122
64740	siam j optimiz	0.7925	0.9791	4	282	2428	66
64748	siam rev	-0.029	0.4784	3	406	1905	50
64843	sigmod rec	0.1368	-0.0024	2	436	2326	59
64861	signal process	-0.6039	0.3574	1	470	4150	108
64934	simul model pract th	0.145	-0.7541	2	681	16867	294
65184	smart cities-basel	-0.6359	-0.6841	1	521	5953	87
65439	sn appl sci	-0.6005	-0.437	1	492	3024	53
65441	sn comput sci	-0.562	-0.0918	1	501	2878	52
65572	soft comput	-0.2038	-0.3695	1	701	15950	360
65680	software pract exper	0.4773	-0.6879	2	728	38385	698
65720	sol energy	-1.0727	-0.4575	1	252	4341	88
66610	stochastic network o	1.8421	0.4258	4	238	2118	60
66611	stochastic network optimization with application to communication and queueing systems	1.4816	0.7304	4	290	2621	84
66713	struct health monit	-1.0032	0.1955	1	301	3314	56
66753	stud comput intell	-0.1288	0.155	1	713	11580	230
67025	sustain cities soc	-0.6278	-0.6016	1	718	31695	502
67028	sustain comput-infor	-0.3219	-0.6764	1	692	18912	286
67032	sustain energy techn	-0.8007	-0.5462	1	528	6255	94
67050	sustainability-basel	-0.7149	-0.4322	1	740	43519	770
67100	swarm evol comput	-0.2291	-0.5916	1	546	7945	156
67139	sym rel dist syst	0.4593	0.1873	2	492	3697	66
67145	symmetry-basel	-0.2022	-0.4268	1	709	17718	292
67314	t emerg telecommun t	0.1728	-0.6939	1	749	51676	898
67477	tech rep	0.3918	-0.0624	2	562	7327	154
67507	tech. rep.	0.1661	0.0238	2	569	5177	119
67642	technical report	0.4521	-0.2927	2	630	9088	206
67724	technol forecast soc	-0.697	-0.489	1	574	7425	128
67833	telecommun syst	0.2835	-0.6238	2	642	10845	206
67863	telemat inform	-0.3484	-0.3674	1	466	2805	60
67924	tencon ieee region	0.0582	-0.5095	2	449	2591	51
68705	theor comput sci	0.402	0.0808	2	474	4016	93
68784	thesis	0.0855	-0.1101	2	584	7832	179
69682	transport res b-meth	-0.0752	0.2747	1	394	4241	90
69684	transport res c-emer	-0.234	0.336	1	624	16050	291
69689	transport res rec	-0.3054	0.3731	1	482	6933	117
69896	tsinghua sci technol	0.2401	0.104	1	658	12892	310
70025	u.s. patent	-0.2459	0.1647	3	562	7737	122
70088	ubicomp'16: proceedings of the 2016 acm international joint conference on pervasive and ubiquitous computing	0.1372	0.595	2	351	1894	58
70156	ueee int sym pers in	1.5283	-0.1459	4	409	5829	70
70538	us	-0.0068	-0.1552	2	580	8362	187
70567	us patent	-0.2367	-0.2679	1	437	2393	52
70652	usenix association proceedings of the third symposium on operating systems design and implementation (osdi '99)	0.3318	-0.2355	2	426	3116	73
70834	veh commun	0.7661	-0.7069	4	662	20125	323
70838	veh technol confe	1.1315	0.5752	4	554	10152	154
71219	waste manage	-0.8764	-0.4717	1	187	2151	55
71254	water-sui	-0.7409	-0.2715	1	382	2635	67
71703	white paper	0.7614	0.0486	2	648	12392	206
71704	white paper 11	1.0698	-0.0842	2	636	11355	219
71873	wiley ser para dist	0.4967	-0.7844	2	365	2445	56
71963	wirel commun mob com	0.1916	-0.5825	1	755	65329	1283
71968	wirel netw	0.3176	-0.7714	1	727	44957	848
72008	wireless communicati	0.7234	0.5558	4	375	2962	82
72064	wireless pers commun	-0.0849	-0.7246	1	748	59006	1112
72114	wires data min knowl	-0.4362	0.1205	1	530	3582	55
72209	working paper	0.6585	-0.4382	2	304	1588	54
72405	world wide web	0.2463	-0.1526	2	666	10454	185
72952	计算机学报	0.1928	-0.2716	1	295	1628	57
72959	计算机研究与发展	0.1346	-0.0741	1	504	5330	128
